id,name,artist,popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0weAUscowxeqDtpCgtbpgp,Gettin' Jiggy Wit It,Will Smith,75,rap,0.881,0.874,6,-4.505,1,0.139,0.0175,0.000001,0.154,0.858,107.891,227933,4
3rtuukjxyg57bDRZbkkt5l,Crash & Burn,G-Eazy,72,rap,0.558,0.778,3,-4.03,0,0.239,0.0719,0,0.0905,0.294,88.125,180360,4
6yHkPtl6UQ7RjtJLBPzbJw,Selfish,Future,78,rap,0.415,0.369,8,-10.044,1,0.0741,0.0303,0.000008,0.381,0.0913,95.746,251423,4
4zii9cq9ZgxYJFnaxM3Tul,Unforgettable - Latin Remix,French Montana,72,rap,0.749,0.784,8,-5.271,0,0.171,0.0714,0.00102,0.101,0.655,97.985,214000,4
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya! - Radio Mix / Club Mix,OutKast,78,rap,0.728,0.974,4,-2.261,0,0.0665,0.103,0.000532,0.175,0.965,79.526,235213,4
7bre6yd84LZ6MFoTppmHja,Swimming Pools (Drank),Kendrick Lamar,70,rap,0.656,0.446,1,-5.897,1,0.239,0.00695,0.000419,0.088,0.203,74.543,247800,4
7j5gDUNmYO7DHaeoRjpLdQ,Kelly Price (feat. Travis Scott),Migos,48,rap,0.745,0.685,4,-5.7,0,0.0313,0.53,0,0.176,0.437,121.977,363934,4
5OOkp4U9P9oL23maHFHL1h,Panda,Desiigner,75,rap,0.576,0.766,10,-4.943,0,0.239,0.028,0.000002,0.366,0.236,144.833,246761,4
5ACkknqH2GcrVtmBB7LaRv,Teenage Fever,Drake,73,rap,0.766,0.283,8,-10.33,0,0.0846,0.111,0.0172,0.115,0.144,97.04,219692,4
6HR1z11h0ROUlWP4Kx8Z7G,Mad Stalkers,21 Savage,74,rap,0.9,0.365,10,-6.395,0,0.235,0.147,0.185,0.179,0.136,135.003,202667,4
6NPVjNh8Jhru9xOmyQigds,Happy,Pharrell Williams,75,rap,0.652,0.757,1,-6.819,1,0.153,0.286,0,0.0886,0.962,159.911,233305,4
17baAghWcrewNOcc9dCewx,Mockingbird,Eminem,74,rap,0.621,0.672,4,-3.892,0,0.239,0.21,0,0.13,0.228,83.808,251267,4
1nO2NjuFkGaAWcMdJ1pNrp,Cocky,A$AP Rocky,0,rap,0.797,0.633,5,-4.815,1,0.238,0.223,0,0.109,0.577,156.015,232413,4
4yDi13deftrX9gY9B3wgOI,Cocky,A$AP Rocky,0,rap,0.793,0.671,5,-3.805,1,0.239,0.253,0,0.111,0.565,155.981,231595,4
3p6fkbeZDIVqapfdgQe6fm,Famous,Kanye West,74,rap,0.469,0.754,6,-3.664,1,0.13,0.0679,0,0.106,0.421,174.068,196040,4
1Mb187X5w3OUQNH6P5M28Y,Ex (feat. YG),Ty Dolla $ign,78,rap,0.77,0.426,5,-5.717,0,0.0473,0.0116,0,0.273,0.523,102.056,163133,4
1XVcew2GXXQdLZN1AGRPgm,So Good (& Metro Boomin),Big Sean,70,rap,0.692,0.405,8,-8.617,0,0.239,0.0161,0,0.114,0.57,116.843,268720,5
7sjwaBQ6M3aVigYfBjm1sL,Ima Boss - feat. Rick Ross,Meek Mill,65,rap,0.37,0.87,5,-2.09,1,0.239,0.0415,0,0.381,0.331,79.092,250240,4
7Kdne8CUyNJIGmFdE23UNJ,Go,Huncho Jack,66,rap,0.749,0.89,5,-0.897,0,0.0404,0.307,0.000034,0.311,0.597,135.029,156530,4
4AFgK4wP1iD5i8BYaLr9Vf,You Da Baddest,Future,75,rap,0.807,0.736,7,-6.748,1,0.151,0.109,0.00729,0.104,0.54,154.023,242933,4
7ByfFjT83MNmisdzhZ50Fv,With You,Chris Brown,68,rap,0.662,0.693,3,-4.298,1,0.0698,0.134,0,0.145,0.655,86.009,252120,4
5h5tBFnbcVioFXiOixTn6E,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,71,rap,0.59,0.702,1,-9.058,1,0.0817,0.0135,0,0.381,0.124,134.023,310720,4
2EBCVPNAG46nbgs6jXPGvv,Starships,Nicki Minaj,74,rap,0.746,0.728,11,-2.464,0,0.0762,0.158,0,0.249,0.708,124.954,210627,4
28boB2CUpgdEDw38645vvd,Patient,Post Malone,70,rap,0.752,0.649,5,-6.204,0,0.175,0.543,0,0.13,0.577,89.984,194333,4
7xC7Dv9kSpPKqel8iyYNLJ,wokeuplikethis*,Playboi Carti,72,rap,0.785,0.623,8,-6.755,1,0.239,0.0132,0,0.155,0.496,78.467,235535,4
68vgtRHr7iZHpzGpon6Jlo,My Boo,Usher,78,rap,0.662,0.507,5,-8.238,1,0.118,0.257,0,0.0465,0.676,86.412,223440,4
6kP57bEoT8R9ytlGUfUTmB,Secrets,The Weeknd,70,rap,0.662,0.783,0,-5.759,1,0.0503,0.0142,0.000015,0.27,0.728,109.952,265600,4
7mJ2RZgc9MDpiQBijvPYFX,Saint Laurent Mask,Huncho Jack,67,rap,0.767,0.59,11,-4.098,1,0.041,0.0432,0,0.169,0.0792,134.994,190437,4
3wGXyJGsCf1myH5MooQIqE,The Race,Tay-K,81,rap,0.766,0.606,9,-6.064,1,0.239,0.00266,0,0.166,0.352,160.223,140000,4
3NzJnmcgNPGFWJYvO3HneW,Blem,Drake,72,rap,0.726,0.535,7,-7.804,0,0.0476,0.0533,0.000014,0.0984,0.375,98.067,216558,4
2u7mxWSeoqTXndK5e08jMp,Nowadays (feat. Landon Cube),Lil Skies,81,rap,0.745,0.646,6,-6.987,0,0.17,0.157,0,0.338,0.46,79.993,203908,4
6glklpxk7EtKIdxA3kYQS5,Miss Independent,Ne-Yo,72,rap,0.668,0.673,1,-5.714,1,0.145,0.48,0,0.194,0.727,171.812,232000,4
4f1QbCjIAgQwnf7ms9NXWx,Me You,Russ,79,rap,0.702,0.762,8,-2.733,1,0.0328,0.00196,0.000451,0.142,0.233,95.019,164200,4
358uP4VwX0XYKji2IW19zi,Moves,Big Sean,70,rap,0.803,0.524,2,-6.245,1,0.239,0.0563,0,0.174,0.349,75.531,142907,4
0l08dcPEqNEUhymVBext8h,My Name Is,Eminem,69,rap,0.833,0.681,5,-6.248,0,0.239,0.0406,0,0.0926,0.839,85.497,268400,4
5WHVJ7MILL1r5xs8hDfJ4i,Get It Together,Drake,70,rap,0.781,0.721,5,-9.133,0,0.0514,0.0945,0.391,0.104,0.849,123.011,250337,4
1ce3DvvGQn6hY2LMGMLCr5,Black Skinhead,Kanye West,74,rap,0.578,0.825,1,-6.107,1,0.239,0.000986,0,0.176,0.283,130.089,188013,4
13q8un4Xjs3IOfdem4jgVe,GXD,21 Savage,61,rap,0.811,0.445,8,-10.105,1,0.239,0.0453,0,0.109,0.25,103.992,154082,4
2svutFGaCycRmYc1mWbfQh,Don't Don't Do It!,N.E.R.D,71,rap,0.799,0.871,2,-5.784,1,0.138,0.12,0,0.0688,0.811,77.013,257707,4
43PuMrRfbyyuz4QpZ3oAwN,Exchange,Bryson Tiller,83,rap,0.53,0.433,6,-10.598,1,0.185,0.108,0,0.135,0.274,160.14,194613,4
5QxxIhXt7E8yR3F7U9ajiV,Ultimate,Denzel Curry,67,rap,0.488,0.826,6,-3.11,0,0.239,0.0949,0.000003,0.246,0.762,112.65,189974,4
5sNESr6pQfIhL3krM8CtZn,Numb / Encore,JAY Z,76,rap,0.687,0.793,2,-4.254,1,0.166,0.0603,0,0.381,0.751,107.045,205733,4
2qFT2tvTY8ZsBZLeaFeEB3,Everybody,Logic,72,rap,0.888,0.934,0,-5.983,0,0.0923,0.173,0,0.0685,0.764,109.997,162347,4
5AL46kwqlBX7qWP3qUppJe,PRIDE.,Kendrick Lamar,69,rap,0.667,0.533,4,-7.005,0,0.0562,0.0817,0.000008,0.152,0.392,138.865,275253,4
5iUQMwxUPdJBFeGkePtM66,Dang! (feat. Anderson .Paak),Mac Miller,75,rap,0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,305350,4
1CJnWD3xbUiP3gEJwuVSsO,Fade,Kanye West,68,rap,0.743,0.77,9,-5.738,0,0.0989,0.102,0,0.314,0.308,105.93,193748,4
7t2bFihaDvhIrd2gn2CWJO,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",Ty Dolla $ign,81,rap,0.805,0.33,1,-8.712,0,0.1,0.22,0,0.105,0.211,121.97,242983,4
3pXF1nA74528Edde4of9CC,Don't,Bryson Tiller,83,rap,0.765,0.356,11,-5.556,0,0.196,0.222,0,0.0963,0.19,97.001,198293,4
4LOoPg7TavHtNmCTOfd9XQ,Ready or Not,Fugees,61,rap,0.601,0.422,10,-13.364,0,0.239,0.21,0,0.0839,0.563,132.456,226987,3
0DRJUYCorvVMEHa5dAyg0R,PRBLMS,6LACK,74,rap,0.495,0.589,9,-4.676,1,0.129,0.0314,0.000001,0.18,0.116,103.076,246773,4
1B87ZDrD3Pno9hS4stamWO,Comin Out Strong,Future,76,rap,0.628,0.481,1,-7.775,1,0.239,0.29,0,0.118,0.33,108.761,254370,5
6eCdIgMLCc1T5h52mDg8NA,Liife,Desiigner,70,rap,0.658,0.607,0,-6.166,1,0.239,0.115,0,0.324,0.306,154.91,197680,4
3dgQqOiQ9fCKVhNOedd2lf,Started From The Bottom,Drake,68,rap,0.792,0.523,8,-7.856,1,0.196,0.0365,0,0.161,0.545,86.311,174120,4
69f1steoIMhN1skPkBR6rB,Distance,Omarion,73,rap,0.774,0.812,7,-5.446,1,0.215,0.184,0,0.0757,0.743,103.878,183099,4
4knL4iPxPOZjQzTUlELGSY,Rake It Up,Yo Gotti,85,rap,0.91,0.444,1,-8.126,0,0.239,0.022,0,0.137,0.53,149.953,276333,4
57IRaiAB4hBZu3gnNVZC0v,No Smoke,YoungBoy Never Broke Again,81,rap,0.658,0.736,9,-6.097,0,0.239,0.113,0,0.0978,0.804,143.966,160000,4
2oy5kjcc7itM64xk00Gz2c,Pull The Trigger,Russ,73,rap,0.623,0.651,4,-6.988,0,0.239,0.305,0,0.101,0.296,82.078,156560,4
7LAhKXDNWwq3CmnFP3UIOP,Nightmare,Offset,74,rap,0.739,0.405,0,-10.897,1,0.0852,0.442,0.211,0.158,0.127,157.09,147987,4
6wOCaV1MY8CN2ujNJSfr5z,Pray For Me,G-Eazy,75,rap,0.77,0.502,5,-9.604,0,0.13,0.0614,0,0.069,0.305,127.946,207907,4
45FMZNp09Z0FMjjOUVGAzm,How U Feel,Huncho Jack,66,rap,0.853,0.79,2,-2.557,1,0.158,0.0474,0.000012,0.381,0.46,139.986,205682,4
6TXglvsCOo7dQrEgRiIdO0,Bad Things (with Camila Cabello),Machine Gun Kelly,76,rap,0.678,0.696,2,-4.79,1,0.133,0.206,0,0.164,0.254,137.822,239293,4
2Dts49OexROL2KvCK2sokf,What's The Difference,Dr. Dre,71,rap,0.782,0.819,11,-0.158,0,0.239,0.252,0,0.133,0.725,91.824,244267,4
1JxV2A7IFlmosxlCckJ8Yc,Do Not Disturb,Drake,71,rap,0.618,0.693,7,-5.943,0,0.239,0.246,0,0.112,0.454,170.982,283551,4
124NFj84ppZ5pAxTuVQYCQ,Take Care,Drake,71,rap,0.682,0.527,0,-10.426,0,0.234,0.0315,0.000039,0.0926,0.306,121.743,277387,4
39Do25PdLaSd8XPewzM35n,Ex Calling,6LACK,73,rap,0.783,0.566,1,-7.491,1,0.239,0.00706,0.000011,0.226,0.0586,155.961,211960,4
7s6TeadLgo8mkgWawc7SAO,Moon Rock,Huncho Jack,66,rap,0.714,0.719,8,-3.984,1,0.0574,0.0101,0,0.141,0.188,143.007,151184,4
7d19457woBxmPRCq255YqM,The Race - Remix,Tay-K,79,rap,0.75,0.548,9,-6.288,1,0.239,0.00619,0,0.156,0.377,160.084,211875,4
1XvHiCTd0MDb16S8bQNl74,All Of The Lights,Kanye West,71,rap,0.546,0.796,1,-3.263,1,0.0639,0.0909,0.000027,0.19,0.254,142.123,299613,4
36UuD5tbu7TyugjJLMTzCr,One Night,Lil Yachty,71,rap,0.767,0.476,0,-12.676,1,0.126,0.379,0,0.106,0.38,129.962,243270,4
6sDCgB1Ulh7aw92mk0opyd,But A Dream,G-Eazy,74,rap,0.583,0.685,8,-6.978,1,0.239,0.162,0,0.0858,0.44,155.947,206427,4
3D8nmWMF0nJW3dy04EUM4d,Temperature,Tyga,73,rap,0.864,0.587,4,-4.504,0,0.0985,0.36,0.000059,0.0909,0.539,96.033,200009,4
7KwZNVEaqikRSBSpyhXK2j,Hypnotize - 2014 Remastered Version,The Notorious B.I.G.,78,rap,0.901,0.697,9,-3.439,1,0.239,0.145,0,0.287,0.67,93.941,229827,4
3QHONiXGMGU3z68mQInncF,I'll Be Missing You (feat. 112),Diddy,75,rap,0.862,0.479,7,-9.199,1,0.0646,0.0522,0.00126,0.381,0.925,109.878,301520,4
5IKOXYnhzrLxqhlI0btiaa,Red Roses (feat. Landon Cube),Lil Skies,82,rap,0.599,0.818,9,-4.215,0,0.0881,0.717,0.000014,0.228,0.475,140.009,262062,4
3Wyc7M8twhxeyaC51BcQYb,Changes - 1998 Greatest Hits (Explicit),2Pac,69,rap,0.863,0.672,7,-6.311,1,0.0739,0.0446,0,0.166,0.338,111.11,268827,4
6HHytHLXLX8QfWTtGfFSvH,Drop It Like It's Hot,Snoop Dogg,73,rap,0.892,0.628,1,-3.832,1,0.216,0.169,0,0.102,0.676,92.063,266067,4
17QaCiTklVj0c7VLqErDGu,Plug Walk,Rich The Kid,67,rap,0.875,0.535,11,-6.534,1,0.146,0.237,0,0.108,0.178,95.001,175511,4
5SqSckut3FcoQKmGkMWgp1,Often,The Weeknd,72,rap,0.571,0.612,7,-9.851,0,0.045,0.229,0,0.127,0.0812,133.995,249040,4
06Gyf2pFDVmN5K8XAawG96,No Cap,Future,72,rap,0.8,0.523,1,-6.578,1,0.107,0.00108,0,0.352,0.379,147.057,144142,4
1XZkxBNZT13KoAexAKB2lp,True Colors,The Weeknd,69,rap,0.608,0.419,1,-8.231,1,0.239,0.277,0,0.187,0.634,76.61,206013,4
0Y0TOsE1q11qgbi7c5WZsG,R.I.C.O. (feat. Drake),Meek Mill,77,rap,0.727,0.599,1,-6.941,1,0.239,0.317,0,0.219,0.386,167.909,197133,3
1Ci4wASMY4xtKVMeHA6Sd5,through the late night,Travis Scott,76,rap,0.744,0.589,5,-1.218,0,0.0359,0.36,0,0.119,0.242,127.051,286236,4
5HR4CYT5nPpFy8m9wJQgrr,Rockin’,The Weeknd,69,rap,0.737,0.881,9,-5.567,0,0.227,0.0123,0,0.0806,0.768,112.992,232880,4
1wWRtPIKD7ZNvtsrzLyTev,All da Smoke,Future,70,rap,0.893,0.583,0,-6.862,1,0.239,0.0265,0.000013,0.149,0.115,147,204960,4
3ojTJaonfkL96iIWa47SU3,Questions,Chris Brown,75,rap,0.614,0.598,10,-6.335,0,0.0561,0.00543,0,0.1,0.565,105.803,129478,4
73HCBO1XCKxNMTZLTFgs8A,XXX. FEAT. U2.,Kendrick Lamar,69,rap,0.573,0.627,8,-7.02,1,0.239,0.147,0.000002,0.111,0.29,170.1,254200,4
310Qd5lOzFStXKZB3zWCtE,Learn How to Watch (feat. Mac Miller & MadeinTYO),Carnage,76,rap,0.555,0.769,7,-5.192,1,0.239,0.324,0,0.164,0.365,130.063,121851,4
5FsJ8AUxW1KBypdhFvbdkd,PIE,Future,75,rap,0.755,0.6,5,-6.431,0,0.239,0.144,0,0.117,0.652,155.982,211240,4
1eqFqYoSV3aaCqsaGvX8jR,Pull Up N Wreck (& Metro Boomin),Big Sean,68,rap,0.487,0.441,10,-7.858,1,0.239,0.00725,0.000644,0.182,0.0891,173.086,227533,4
15EPc80XuFrb2LmOzGjuRg,Crew,GoldLink,84,rap,0.728,0.607,1,-8.417,0,0.132,0.133,0,0.0864,0.445,129.938,176702,4
5mphdlILgAq3vh1MSvAJTS,Thinkin Bout You,Frank Ocean,74,rap,0.716,0.349,0,-11.203,1,0.0498,0.384,0.00222,0.098,0.203,129.795,200747,4
7rwJL9MG4KhKDuVmq1kT24,Outlet,Desiigner,67,rap,0.642,0.816,5,-2.129,0,0.0899,0.115,0.000343,0.356,0.324,124.172,268813,4
7zBQRGpYImAdIZc97FNj3V,"Shell Shocked (feat. Kill The Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""",Juicy J,70,rap,0.596,0.815,6,-5.668,0,0.0755,0.0111,0,0.174,0.459,165.015,206567,4
4cg1yakyRSIOjxKM2I7J1q,Digits,Young Thug,76,rap,0.769,0.632,10,-4.228,0,0.0537,0.0325,0,0.116,0.294,131.932,176387,4
5IVCuswUfdYjl2eQ2FHqUd,Hard Knock Life (Ghetto Anthem),JAY Z,65,rap,0.799,0.825,0,-4.113,1,0.239,0.0878,0.00845,0.0271,0.624,77.067,239720,4
0LvwrCJtecLr9mnS0h0k7U,Where The Hood At,DMX,64,rap,0.494,0.943,5,-3.704,0,0.239,0.156,0,0.335,0.797,185.982,287427,4
1wZqJM5FGDEl3FjHDxDyQd,Come and See Me (feat. Drake),PARTYNEXTDOOR,80,rap,0.717,0.347,11,-10.265,0,0.0636,0.0511,0.000002,0.087,0.0589,84.987,235477,4
5bGDb8fjyVuV829GwGaXI6,Money Made Me Do It,Post Malone,71,rap,0.575,0.43,7,-6.526,1,0.238,0.324,0,0.0673,0.354,120.105,224960,3
1tlBuoIRrtqFs9bE9dmli5,Extra Luv,Future,71,rap,0.831,0.573,4,-6.408,0,0.221,0.188,0.000883,0.109,0.229,100.015,246173,4
60rkizhZ73kbBvcBNVf6eZ,Some Way,NAV,71,rap,0.746,0.715,7,-6.244,1,0.239,0.112,0,0.0927,0.341,154.938,179773,4
5jnxxpX2834SB6LJ0S73Uz,Lollipop,Lil Wayne,67,rap,0.829,0.428,0,-9.469,1,0.083,0.055,0.00423,0.137,0.448,148.077,299333,4
7FB8l7UA1HKqnuSLjP9qDc,Caroline,Aminé,74,rap,0.952,0.318,10,-10.357,1,0.239,0.174,0,0.205,0.665,120.077,209640,4
1zGMbDm3QVOGwzuIExaWoe,Deadz (feat. 2 Chainz),Migos,46,rap,0.862,0.785,8,-3.571,1,0.232,0.162,0,0.128,0.372,123.012,274097,4
1KF7iLK6wK3hjjtqxjRiym,Mink Flow,Future,68,rap,0.692,0.533,6,-6.165,0,0.176,0.00355,0,0.114,0.25,78.902,178787,4
2UnDapGkIkNyqcxM3h75tT,When Vultures Cry,Kodak Black,49,rap,0.759,0.724,9,-4.188,0,0.206,0.337,0,0.145,0.334,94.999,200191,4
1aSTn7F9RUijD31mAzjlQx,Running Outta Love,Kodak Black,53,rap,0.709,0.704,10,-4.465,1,0.0882,0.336,0,0.262,0.387,132.043,225367,4
6jLzD3MKPmRp58AWTTQnBw,Fuck With You (feat. Tory Lanez),Kodak Black,51,rap,0.697,0.593,0,-5.927,1,0.0914,0.121,0,0.0835,0.243,140.017,215167,4
3WW9NaxJkWXfahwf5H0VVM,Bill and Jill,Kodak Black,51,rap,0.812,0.583,10,-4.474,0,0.239,0.573,0,0.0775,0.72,136.986,229569,4
4OTofNs1V7sgnSSlzj4edo,Hate Being Alone,Kodak Black,50,rap,0.71,0.59,5,-4.653,0,0.0291,0.258,0,0.372,0.231,125.955,244079,4
7nx814gyT8DsdZpOsOR35q,Corrupted,Kodak Black,48,rap,0.88,0.42,2,-7.909,1,0.239,0.396,0,0.165,0.3,108.784,161992,4
1jM6fCYnlLCV8t3run0yUl,Acting Weird,Kodak Black,49,rap,0.675,0.694,8,-4.334,1,0.14,0.401,0,0.17,0.472,144.04,243708,4
1wHvJ7PJEyEAgiOK5FqAKn,Codeine Dreaming (feat. Lil Wayne),Kodak Black,46,rap,0.736,0.604,1,-7.357,0,0.222,0.0652,0.000064,0.124,0.574,155.007,264532,4
4AfNO2UVU4N33AJT4lBmY2,Why You Always Gotta Go,Kodak Black,49,rap,0.681,0.551,5,-5.408,0,0.0513,0.726,0,0.184,0.392,74.023,200592,4
5KDj6rPWsDVcIGukuz9g9D,Laudy,Kodak Black,48,rap,0.785,0.51,2,-6.106,1,0.187,0.266,0,0.153,0.543,135.983,241342,4
4HShStOvX5kpOGgWgNIEUx,I Get Lonely,Kodak Black,48,rap,0.742,0.595,6,-4.191,1,0.156,0.612,0,0.1,0.38,132.099,213338,4
4S0ibCATJOVJx0M1K57XSc,Loyal,Kodak Black,49,rap,0.856,0.501,1,-5.758,0,0.065,0.283,0,0.138,0.335,97.008,165821,4
3AN3wEILfQKknECOOhhyr0,Feb 14,Kodak Black,48,rap,0.827,0.484,1,-5.254,0,0.239,0.243,0,0.105,0.297,137.977,200000,4
3yCMKrzcrwlzI7E5Bur7ea,Kicking In,Kodak Black,47,rap,0.808,0.498,10,-8.153,1,0.239,0.349,0,0.109,0.632,136.967,189417,4
7hUM2RrAz7MyIxZaZcdCzn,Call You,Kodak Black,46,rap,0.716,0.556,9,-7.058,0,0.239,0.436,0,0.0857,0.274,134.947,260969,4
53lNzVaIaBvr3ZwXWniIUX,No Feelings,Kodak Black,46,rap,0.739,0.512,0,-4.695,1,0.21,0.577,0,0.164,0.139,139.827,182244,4
4wP9vFS6qutVoXcAGgbwUi,Helluva Love,Kodak Black,46,rap,0.671,0.675,8,-5.664,1,0.0882,0.44,0,0.164,0.428,149.947,217888,4
1AHfovSnGPVYKaahRtA0U6,The Message,Nas,67,rap,0.614,0.543,5,-7.178,1,0.239,0.00776,0.000033,0.381,0.485,178.422,234093,4
7y2SOXPaH6ORTya7ROEzy0,Sidewalks,The Weeknd,70,rap,0.538,0.731,1,-5.252,0,0.0786,0.142,0,0.341,0.576,149.787,231360,4
40wUM3LFZOlUcZfxEIZrYK,Swimming Pools (Drank) - Extended Version,Kendrick Lamar,69,rap,0.706,0.484,6,-7.818,0,0.239,0.127,0.000023,0.381,0.239,74.039,313787,4
4ntsD33Pgsgk8rUyZLLiUV,DEVASTATED,Joey Bada$$,79,rap,0.812,0.628,10,-6.164,0,0.0682,0.0634,0,0.254,0.485,123.004,207059,4
4cxMGhkinTocPSVVKWIw0d,Losin Control,Russ,83,rap,0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,237507,4
4kTLpAbhuEGHAAdDjOIWaa,Pursuit Of Happiness (nightmare),Kid Cudi,66,rap,0.627,0.589,0,-9.056,1,0.0405,0.497,0.000071,0.324,0.247,115.284,295293,4
6DiS8gTaI6P40meyqi5gQ7,Watch Me,Jaden Smith,66,rap,0.723,0.728,2,-4.771,1,0.075,0.00781,0.000212,0.148,0.228,129.94,154456,4
7tE7CJf15pivimWnzLeDFC,rockstar - Remix,Post Malone,72,rap,0.662,0.575,7,-6.03,0,0.163,0.201,0.000001,0.133,0.211,159.933,245947,4
3OJq3VFyNrU0INcTwPyjbD,Bali (feat. Nav),88GLAM,75,rap,0.646,0.503,11,-7.218,1,0.0402,0.097,0,0.13,0.509,158.027,185316,4
2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),Wiz Khalifa,78,rap,0.689,0.481,10,-7.503,1,0.0815,0.369,0.000001,0.0649,0.283,80.025,229526,4
1DXxBfuFV6bOi4W8BhYx7R,Up,NAV,70,rap,0.655,0.49,8,-6.8,0,0.13,0.0368,0,0.105,0.374,154.283,199520,4
6RD9GItAGZ3gbUbx14okHF,One I Want (feat. PARTYNEXTDOOR),Majid Jordan,73,rap,0.913,0.223,11,-12.421,0,0.239,0.257,0.000088,0.0786,0.35,139.968,212547,4
35i7NRGGKSewRNNg5gHBFa,What the Price,Migos,46,rap,0.786,0.625,6,-4.194,1,0.0542,0.293,0,0.15,0.216,123.983,248506,4
2QMg5rL83bKsUjAKJY9Vwy,Danger (with Migos & Marshmello),Migos,67,rap,0.814,0.743,9,-2.968,1,0.159,0.152,0,0.163,0.367,107.996,214587,4
3HtGb3X1ATpCagy47EFROT,Best Man,Huncho Jack,65,rap,0.672,0.667,8,-4.626,1,0.0609,0.00278,0.000037,0.315,0.158,106.887,266879,4
09FhDfmrSDN162X1yFfapI,False Alarm,The Weeknd,67,rap,0.514,0.674,8,-6.437,0,0.075,0.0297,0.000025,0.187,0.184,173.988,220307,4
6kl1qtQXQsFiIWRBK24Cfp,RAF,A$AP Mob,76,rap,0.848,0.663,8,-5.606,0,0.239,0.523,0,0.108,0.333,133.993,255413,4
119c93MHjrDLJTApCVGpvx,C.R.E.A.M.,Wu-Tang Clan,74,rap,0.479,0.549,11,-10.551,0,0.239,0.57,0.0239,0.127,0.576,180.985,252187,4
3qKGvSu1inEZKwYQnMavNA,Smack That - Dirty,Akon,74,rap,0.94,0.743,5,-5.166,0,0.0475,0.317,0,0.0909,0.932,118.988,212360,4
0svl7cK07gK1ia5ainczU5,Break Ya Neck,Busta Rhymes,71,rap,0.82,0.809,4,-6.759,0,0.239,0.443,0.00175,0.0613,0.737,83.011,231240,4
2ANLarE8yHVsLWW21nj79M,You Was Right,Lil Uzi Vert,80,rap,0.843,0.359,0,-7.417,1,0.239,0.069,0,0.12,0.156,81.987,163944,4
4iGnWxnSzWnLcUBtk5eBSE,LAND OF THE FREAKS,2 Chainz,51,rap,0.874,0.435,2,-7.919,1,0.239,0.425,0.00141,0.123,0.182,129.986,221720,4
3MLOAIJNWWS8FQpvdaiKR7,Poetic Justice,Kendrick Lamar,69,rap,0.771,0.558,6,-9.993,0,0.239,0.156,0,0.249,0.646,135.913,300160,4
7grpBK2VaYTB15QsYFCNhj,Father Stretch My Hands Pt. 1,Kanye West,71,rap,0.717,0.568,7,-4.404,1,0.0807,0.138,0,0.381,0.362,113.17,135920,4
2eU63GLRBeMOszGRTCEE9E,California Love - Original Version (Explicit),2Pac,71,rap,0.761,0.835,7,-3.076,1,0.0425,0.031,0.000001,0.381,0.766,91.524,284907,4
60PAzFNW3vAiAiVK6DRJfB,Day 'N' Nite,Kid Cudi,70,rap,0.88,0.443,11,-6.359,0,0.0653,0.462,0.000007,0.122,0.803,138.018,221240,4
6Ius4TC0L3cN74HT7ENE6e,Wet Dreamz,J. Cole,82,rap,0.504,0.705,6,-8.205,0,0.239,0.0752,0,0.128,0.584,175.483,239320,4
1cZlBZwnwGPtYeRIeQcoFh,wonderful,Travis Scott,77,rap,0.769,0.569,1,-5.591,0,0.0786,0.0737,0,0.0571,0.612,146.062,216946,4
3ZhTT6yjZwpPph5MIJ53XY,Red Roses (feat. Landon Cube),Lil Skies,79,rap,0.691,0.683,0,-7.335,1,0.0954,0.547,0,0.221,0.456,140.002,262544,4
4aIZQ7kJLS1TgFw2pEj0RD,Legend,Drake,69,rap,0.712,0.563,1,-7.573,1,0.071,0.0269,0,0.0776,0.299,100.093,241853,4
5BniTxgyzl4kPkXdiAAiEV,LUST.,Kendrick Lamar,68,rap,0.696,0.552,3,-9.371,0,0.239,0.199,0,0.111,0.632,94.126,307880,4
0aYT8ZxzaAufDuBWoqYMQT,Love Scars Pt. 2 / Rack City,Trippie Redd,62,rap,0.671,0.584,1,-7.975,1,0.111,0.0591,0,0.0808,0.201,81.004,155368,4
4Kz4RdRCceaA9VgTqBhBfa,The Motto,Drake,71,rap,0.756,0.436,1,-8.406,1,0.239,0.000143,0.000047,0.111,0.378,201.831,181573,3
4nthV2eZAXnt4yiJMocLkG,Dilemma,Nelly,74,rap,0.73,0.552,2,-8.177,0,0.146,0.18,0.000061,0.224,0.613,168.091,289173,4
44YAJYlDg4EECrecze8BU2,No Less,G-Eazy,71,rap,0.632,0.49,11,-7.386,0,0.239,0.566,0,0.0985,0.178,93.979,250640,4
3H1JaS0NUNFjwVcJZ76SgC,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,69,rap,0.735,0.562,4,-5.509,0,0.146,0.153,0,0.0692,0.302,180.057,240926,4
